Site;parnr;Lupin.NoLupin;Species;Occ
Rödmossa;1;Lupin;Gallium mollugo;13
Rödmossa;1;Lupin;Lathyrus pratensis;1
Rödmossa;1;Lupin;Leucanthemum vulgare;2
Rödmossa;1;Lupin;Lupinus polyphyllus;16
Rödmossa;1;Lupin;Pinus sylvestris;1
Rödmossa;1;Lupin;Plantago major;4
Rödmossa;1;Lupin;Ranunculus acris subsp. acris;4
Rödmossa;1;Lupin;Sonchus oleraceus;1
Rödmossa;1;Lupin;Taraxacum;15
Rödmossa;1;Lupin;Trifolium hybridum;9
Rödmossa;1;Lupin;Trifolium medium;15
Rödmossa;1;Lupin;Tripleurospermum inodorum;9
Rödmossa;1;NoLupin;Achillea millefolium;1
Rödmossa;1;NoLupin;Anthyllis vulneraria;4
Rödmossa;1;NoLupin;Cerastium fontanum;2
Rödmossa;1;NoLupin;Cirsium arvense;9
Rödmossa;1;NoLupin;Equisetum arvense;12
Rödmossa;1;NoLupin;Equisetum sylvaticum;6
Rödmossa;1;NoLupin;Galium boreale;1
Rödmossa;1;NoLupin;Gallium mollugo;11
Rödmossa;1;NoLupin;Lathyrus pratensis;3
Rödmossa;1;NoLupin;Leucanthemum vulgare;3
Rödmossa;1;NoLupin;Luzula multiflora;1
Rödmossa;1;NoLupin;Plantago major;2
Rödmossa;1;NoLupin;Ranunculus acris subsp. acris;6
Rödmossa;1;NoLupin;Rumex acetosa;2
Rödmossa;1;NoLupin;Stellaria graminea;1
Rödmossa;1;NoLupin;Taraxacum;10
Rödmossa;1;NoLupin;Trifolium hybridum;16
Rödmossa;1;NoLupin;Tripleurospermum inodorum;2
Rödmossa;1;NoLupin;Vicia cracca;1
Rödmossa;2;Lupin;Achillea millefolium;2
Rödmossa;2;Lupin;Argentina anserina;1
Rödmossa;2;Lupin;Cirsium arvense;3
Rödmossa;2;Lupin;Equisetum arvense;1
Rödmossa;2;Lupin;Equisetum sylvaticum;4
Rödmossa;2;Lupin;Gallium mollugo;2
Rödmossa;2;Lupin;Lupinus polyphyllus;16
Rödmossa;2;Lupin;Sonchus oleraceus;1
Rödmossa;2;Lupin;Taraxacum;1
Rödmossa;2;Lupin;Trifolium hybridum;2
Rödmossa;2;Lupin;Trifolium medium;9
Rödmossa;2;NoLupin;Achillea millefolium;4
Rödmossa;2;NoLupin;Betula pubescens;1
Rödmossa;2;NoLupin;Centaurea jacea;3
Rödmossa;2;NoLupin;Cirsium arvense;9
Rödmossa;2;NoLupin;Equisetum arvense;2
Rödmossa;2;NoLupin;Equisetum sylvaticum;2
Rödmossa;2;NoLupin;Gallium mollugo;8
Rödmossa;2;NoLupin;Lathyrus pratensis;4
Rödmossa;2;NoLupin;Leucanthemum vulgare;13
Rödmossa;2;NoLupin;Lupinus polyphyllus;4
Rödmossa;2;NoLupin;Luzula multiflora;2
Rödmossa;2;NoLupin;Plantago major;2
Rödmossa;2;NoLupin;Ranunculus acris subsp. acris;9
Rödmossa;2;NoLupin;Rumex acetosa;2
Rödmossa;2;NoLupin;Taraxacum;9
Rödmossa;2;NoLupin;Trifolium hybridum;1
Rödmossa;2;NoLupin;Trifolium medium;14
Rödmossa;2;NoLupin;Tripleurospermum inodorum;3
Slutbo;1;Lupin;Achillea millefolium;4
Slutbo;1;Lupin;Aegopodium podagraria;1
Slutbo;1;Lupin;Anthriscus sylvestris;3
Slutbo;1;Lupin;Campanula persicifolia;6
Slutbo;1;Lupin;Cirsium arvense;5
Slutbo;1;Lupin;Epilobium ciliatum;1
Slutbo;1;Lupin;Equisetum arvense;11
Slutbo;1;Lupin;Filipendula ulmaria;3
Slutbo;1;Lupin;Galium boreale;2
Slutbo;1;Lupin;Gallium mollugo;7
Slutbo;1;Lupin;Leucanthemum vulgare;6
Slutbo;1;Lupin;Lotus corniculatus;1
Slutbo;1;Lupin;Lupinus polyphyllus;16
Slutbo;1;Lupin;Prunella vulgaris;5
Slutbo;1;Lupin;Ranunculus acris subsp. acris;7
Slutbo;1;Lupin;Ranunculus auricomus agg.;3
Slutbo;1;Lupin;Sagina procumbens;1
Slutbo;1;Lupin;Taraxacum;5
Slutbo;1;Lupin;Trifolium hybridum;3
Slutbo;1;Lupin;Trifolium medium;9
Slutbo;1;Lupin;Tripleurospermum inodorum;3
Slutbo;1;Lupin;Vicia cracca;1
Slutbo;1;Lupin;Viola riviniana;1
Slutbo;1;NoLupin;Achillea millefolium;6
Slutbo;1;NoLupin;Anthriscus sylvestris;3
Slutbo;1;NoLupin;Campanula persicifolia;8
Slutbo;1;NoLupin;Cirsium arvense;6
Slutbo;1;NoLupin;Equisetum arvense;10
Slutbo;1;NoLupin;Filipendula ulmaria;2
Slutbo;1;NoLupin;Gallium mollugo;4
Slutbo;1;NoLupin;Hypericum maculatum;3
Slutbo;1;NoLupin;Hypericum perforatum;1
Slutbo;1;NoLupin;Lapsana communis;4
Slutbo;1;NoLupin;Lathyrus pratensis;3
Slutbo;1;NoLupin;Leucanthemum vulgare;11
Slutbo;1;NoLupin;Lotus corniculatus;1
Slutbo;1;NoLupin;Lupinus polyphyllus;1
Slutbo;1;NoLupin;Lychnis flos-cuculi;1
Slutbo;1;NoLupin;Myosotis arvensis;2
Slutbo;1;NoLupin;Prunella vulgaris;2
Slutbo;1;NoLupin;Ranunculus acris subsp. acris;8
Slutbo;1;NoLupin;Scorzoneroides autumnalis;4
Slutbo;1;NoLupin;Stellaria graminea;3
Slutbo;1;NoLupin;Taraxacum;3
Slutbo;1;NoLupin;Trifolium hybridum;5
Slutbo;1;NoLupin;Trifolium medium;8
Slutbo;1;NoLupin;Trifolium repens;1
Slutbo;1;NoLupin;Tripleurospermum inodorum;4
Slutbo;1;NoLupin;Veronica chamaedrys;9
Slutbo;1;NoLupin;Viola riviniana;1
Slutbo;2;Lupin;Achillea millefolium;4
Slutbo;2;Lupin;Campanula persicifolia;3
Slutbo;2;Lupin;Cirsium arvense;1
Slutbo;2;Lupin;Equisetum arvense;1
Slutbo;2;Lupin;Filipendula ulmaria;4
Slutbo;2;Lupin;Gallium mollugo;1
Slutbo;2;Lupin;Leucanthemum vulgare;6
Slutbo;2;Lupin;Lupinus polyphyllus;16
Slutbo;2;Lupin;Ranunculus acris subsp. acris;10
Slutbo;2;Lupin;Stellaria graminea;1
Slutbo;2;Lupin;Taraxacum;4
Slutbo;2;Lupin;Trifolium hybridum;2
Slutbo;2;Lupin;Trifolium medium;1
Slutbo;2;Lupin;Trifolium repens;2
Slutbo;2;Lupin;Tussilago farfara;3
Slutbo;2;Lupin;Veronica arvensis;2
Slutbo;2;NoLupin;Achillea millefolium;6
Slutbo;2;NoLupin;Anthriscus sylvestris;1
Slutbo;2;NoLupin;Arenaria serpyllifolia;1
Slutbo;2;NoLupin;Campanula persicifolia;2
Slutbo;2;NoLupin;Cirsium arvense;3
Slutbo;2;NoLupin;Equisetum arvense;10
Slutbo;2;NoLupin;Gallium mollugo;2
Slutbo;2;NoLupin;Lapsana communis;2
Slutbo;2;NoLupin;Lathyrus pratensis;3
Slutbo;2;NoLupin;Leucanthemum vulgare;6
Slutbo;2;NoLupin;Lupinus polyphyllus;3
Slutbo;2;NoLupin;Myosotis arvensis;5
Slutbo;2;NoLupin;Plantago major;1
Slutbo;2;NoLupin;Ranunculus acris subsp. acris;9
Slutbo;2;NoLupin;Ranunculus repens;4
Slutbo;2;NoLupin;Scorzoneroides autumnalis;1
Slutbo;2;NoLupin;Taraxacum;3
Slutbo;2;NoLupin;Trifolium hybridum;1
Slutbo;2;NoLupin;Trifolium medium;2
Slutbo;2;NoLupin;Tripleurospermum inodorum;8
Snavlunda äng;1;Lupin;Arrhenatherum elatius;3
Snavlunda äng;1;Lupin;Campanula rotundifolia;6
Snavlunda äng;1;Lupin;Festuca brevipila;2
Snavlunda äng;1;Lupin;Festuca rubra;3
Snavlunda äng;1;Lupin;Lupinus polyphyllus;14
Snavlunda äng;1;Lupin;Trifolium hybridum;3
Snavlunda äng;1;Lupin;Trifolium pratense;5
Snavlunda äng;1;NoLupin;Achillea millefolium;3
Snavlunda äng;1;NoLupin;Alchemilla vulgaris;2
Snavlunda äng;1;NoLupin;Anthyllis vulneraria;3
Snavlunda äng;1;NoLupin;Avenella flexuosa;8
Snavlunda äng;1;NoLupin;Daucus carota subsp. carota;6
Snavlunda äng;1;NoLupin;Dianthus deltoides;1
Snavlunda äng;1;NoLupin;Hypericum perforatum;1
Snavlunda äng;1;NoLupin;Lotus corniculatus;5
Snavlunda äng;1;NoLupin;Pimpinella saxifraga;9
Snavlunda äng;1;NoLupin;Plantago major;9
Snavlunda äng;1;NoLupin;Poaceae;7
Snavlunda äng;1;NoLupin;Potentilla argentea;6
Snavlunda äng;1;NoLupin;Ranunculus acris subsp. acris;2
Snavlunda äng;1;NoLupin;Rumex acetosella;1
Snavlunda äng;1;NoLupin;Silene vulgaris;2
Snavlunda äng;1;NoLupin;Stellaria longifolia;1
Snavlunda äng;1;NoLupin;Taraxacum;5
Snavlunda äng;1;NoLupin;Trifolium aureoum;1
Snavlunda äng;1;NoLupin;Trifolium hybridum;2
Snavlunda äng;1;NoLupin;Trifolium pratense;8
Snavlunda äng;1;NoLupin;Verbascum nigrum;4
Solbo;1;Lupin;Achillea millefolium;1
Solbo;1;Lupin;Anthriscus sylvestris;3
Solbo;1;Lupin;Equisetum arvense;4
Solbo;1;Lupin;Equisetum sylvaticum;2
Solbo;1;Lupin;Gallium mollugo;3
Solbo;1;Lupin;Lupinus polyphyllus;16
Solbo;1;Lupin;Pilosella cymosa;5
Solbo;1;Lupin;Pilosella officinarum;3
Solbo;1;Lupin;Scorzoneroides autumnalis;2
Solbo;1;Lupin;Taraxacum;6
Solbo;1;Lupin;Trifolium medium;4
Solbo;1;Lupin;Vicia sepium;2
Solbo;1;NoLupin;Achillea millefolium;16
Solbo;1;NoLupin;Anthriscus sylvestris;1
Solbo;1;NoLupin;Betula pubescens;1
Solbo;1;NoLupin;Equisetum arvense;15
Solbo;1;NoLupin;Equisetum sylvaticum;1
Solbo;1;NoLupin;Fragaria vesca;13
Solbo;1;NoLupin;Gallium mollugo;1
Solbo;1;NoLupin;Hieracium sect. Bifida;1
Solbo;1;NoLupin;Hieracium umbellatum;4
Solbo;1;NoLupin;Leucanthemum vulgare;3
Solbo;1;NoLupin;Lupinus polyphyllus;2
Solbo;1;NoLupin;Luzula multiflora;3
Solbo;1;NoLupin;Pilosella cymosa;14
Solbo;1;NoLupin;Pilosella officinarum;1
Solbo;1;NoLupin;Potentilla erecta;1
Solbo;1;NoLupin;Ranunculus acris subsp. acris;2
Solbo;1;NoLupin;Rubus saxatilis;5
Solbo;1;NoLupin;Taraxacum;1
Solbo;1;NoLupin;Trifolium medium;16
Solbo;1;NoLupin;Tussilago farfara;4
Solbo;2;Lupin;Acer platanoides;1
Solbo;2;Lupin;Achillea millefolium;4
Solbo;2;Lupin;Anthriscus sylvestris;5
Solbo;2;Lupin;Campanula rotundifolia;1
Solbo;2;Lupin;Equisetum arvense;4
Solbo;2;Lupin;Equisetum sylvaticum;3
Solbo;2;Lupin;Gallium mollugo;7
Solbo;2;Lupin;Geum urbanum;10
Solbo;2;Lupin;Hieracium sect. Bifida;1
Solbo;2;Lupin;Lupinus polyphyllus;16
Solbo;2;Lupin;Ranunculus repens;1
Solbo;2;Lupin;Rubus fruticosus;NA
Solbo;2;Lupin;Rubus idaeus;1
Solbo;2;Lupin;Tussilago farfara;3
Solbo;2;NoLupin;Achillea millefolium;16
Solbo;2;NoLupin;Anthriscus sylvestris;5
Solbo;2;NoLupin;Betula pendula;1
Solbo;2;NoLupin;Equisetum arvense;7
Solbo;2;NoLupin;Equisetum sylvaticum;6
Solbo;2;NoLupin;Fragaria vesca;4
Solbo;2;NoLupin;Gallium mollugo;7
Solbo;2;NoLupin;Hieracium sect. Bifida;1
Solbo;2;NoLupin;Hieracium umbellatum;9
Solbo;2;NoLupin;Hypericum maculatum;1
Solbo;2;NoLupin;Leucanthemum vulgare;6
Solbo;2;NoLupin;Lotus corniculatus;8
Solbo;2;NoLupin;Pilosella cymosa;15
Solbo;2;NoLupin;Pilosella officinarum;2
Solbo;2;NoLupin;Prunella vulgaris;2
Solbo;2;NoLupin;Ranunculus repens;5
Solbo;2;NoLupin;Scorzoneroides autumnalis;2
Solbo;2;NoLupin;Taraxacum;4
Solbo;2;NoLupin;Tragopogon pratensis;1
Solbo;2;NoLupin;Trifolium hybridum;5
Solbo;2;NoLupin;Trifolium medium;9
Stavkärr/Svinnersta;1;Lupin;Achillea millefolium;4
Stavkärr/Svinnersta;1;Lupin;Alchemilla vulgaris;1
Stavkärr/Svinnersta;1;Lupin;Anthoxanthum odoratum agg.;3
Stavkärr/Svinnersta;1;Lupin;Anthriscus sylvestris;4
Stavkärr/Svinnersta;1;Lupin;Campanula rotundifolia;1
Stavkärr/Svinnersta;1;Lupin;Centaurea cyanus;2
Stavkärr/Svinnersta;1;Lupin;Dactylis glomerata;4
Stavkärr/Svinnersta;1;Lupin;Gallium mollugo;2
Stavkärr/Svinnersta;1;Lupin;Lupinus polyphyllus;12
Stavkärr/Svinnersta;1;Lupin;Ranunculus acris subsp. acris;1
Stavkärr/Svinnersta;1;Lupin;Rumex acetosella;3
Stavkärr/Svinnersta;1;Lupin;Stellaria graminea;6
Stavkärr/Svinnersta;1;Lupin;Symphytum asperum;1
Stavkärr/Svinnersta;1;Lupin;Trifolium medium;2
Stavkärr/Svinnersta;1;Lupin;Trifolium repens;1
Stavkärr/Svinnersta;1;Lupin;Unknown;1
Stavkärr/Svinnersta;1;NoLupin;Achillea millefolium;1
Stavkärr/Svinnersta;1;NoLupin;Achillea ptarmica;3
Stavkärr/Svinnersta;1;NoLupin;Anemone nemorosa;1
Stavkärr/Svinnersta;1;NoLupin;Anthoxanthum odoratum agg.;3
Stavkärr/Svinnersta;1;NoLupin;Anthriscus sylvestris;6
Stavkärr/Svinnersta;1;NoLupin;Campanula persicifolia;3
Stavkärr/Svinnersta;1;NoLupin;Cerastium fontanum;3
Stavkärr/Svinnersta;1;NoLupin;Festuca ovina;16
Stavkärr/Svinnersta;1;NoLupin;Festuca rubra;16
Stavkärr/Svinnersta;1;NoLupin;Hypericum maculatum;1
Stavkärr/Svinnersta;1;NoLupin;Lotus corniculatus;2
Stavkärr/Svinnersta;1;NoLupin;Plantago lanceolata;4
Stavkärr/Svinnersta;1;NoLupin;Potentilla argentea;4
Stavkärr/Svinnersta;1;NoLupin;Potentilla erecta;6
Stavkärr/Svinnersta;1;NoLupin;Ranunculus acris subsp. acris;6
Stavkärr/Svinnersta;1;NoLupin;Rumex acetosella;1
Stavkärr/Svinnersta;1;NoLupin;Scorzonera humilis;3
Stavkärr/Svinnersta;1;NoLupin;Trifolium pratense;1
Stavkärr/Svinnersta;1;NoLupin;Trifolium repens;6
Stavkärr/Svinnersta;2;Lupin;Achillea millefolium;3
Stavkärr/Svinnersta;2;Lupin;Alchemilla vulgaris;2
Stavkärr/Svinnersta;2;Lupin;Dactylis glomerata;5
Stavkärr/Svinnersta;2;Lupin;Festuca ovina;12
Stavkärr/Svinnersta;2;Lupin;Gallium mollugo;2
Stavkärr/Svinnersta;2;Lupin;Lupinus polyphyllus;16
Stavkärr/Svinnersta;2;Lupin;Melampyrum sylvaticum;3
Stavkärr/Svinnersta;2;Lupin;Plantago lanceolata;2
Stavkärr/Svinnersta;2;Lupin;Potentilla erecta;7
Stavkärr/Svinnersta;2;Lupin;Ranunculus acris subsp. acris;1
Stavkärr/Svinnersta;2;Lupin;Vaccinium vitis-idaea;2
Stavkärr/Svinnersta;2;Lupin;Veronica chamaedrys;3
Stavkärr/Svinnersta;2;NoLupin;Achillea millefolium;3
Stavkärr/Svinnersta;2;NoLupin;Calluna vulgaris;7
Stavkärr/Svinnersta;2;NoLupin;Festuca rubra;5
Stavkärr/Svinnersta;2;NoLupin;Leucanthemum vulgare;1
Stavkärr/Svinnersta;2;NoLupin;Lotus corniculatus;2
Stavkärr/Svinnersta;2;NoLupin;Melampyrum sylvaticum;5
Stavkärr/Svinnersta;2;NoLupin;Picea abies;2
Stavkärr/Svinnersta;2;NoLupin;Pilosella officinarum;16
Stavkärr/Svinnersta;2;NoLupin;Plantago lanceolata;6
Stavkärr/Svinnersta;2;NoLupin;Potentilla argentea;1
Stavkärr/Svinnersta;2;NoLupin;Potentilla erecta;5
Stavkärr/Svinnersta;2;NoLupin;Viola riviniana;2
Stavkärr/Svinnersta;3;Lupin;Achillea millefolium;3
Stavkärr/Svinnersta;3;Lupin;Dactylis glomerata;6
Stavkärr/Svinnersta;3;Lupin;Festuca rubra;7
Stavkärr/Svinnersta;3;Lupin;Fragaria vesca;3
Stavkärr/Svinnersta;3;Lupin;Hypericum maculatum;3
Stavkärr/Svinnersta;3;Lupin;Knautia arvensis;1
Stavkärr/Svinnersta;3;Lupin;Lathyrus linifolius;3
Stavkärr/Svinnersta;3;Lupin;Lupinus polyphyllus;14
Stavkärr/Svinnersta;3;Lupin;Melampyrum sylvaticum;4
Stavkärr/Svinnersta;3;Lupin;Plantago lanceolata;1
Stavkärr/Svinnersta;3;Lupin;Poa supina;9
Stavkärr/Svinnersta;3;Lupin;Poaceae;8
Stavkärr/Svinnersta;3;Lupin;Veronica chamaedrys;2
Stavkärr/Svinnersta;3;NoLupin;Achillea millefolium;3
Stavkärr/Svinnersta;3;NoLupin;Anthoxanthum odoratum agg.;2
Stavkärr/Svinnersta;3;NoLupin;Dactylis glomerata;4
Stavkärr/Svinnersta;3;NoLupin;Daucus carota subsp. carota;3
Stavkärr/Svinnersta;3;NoLupin;Festuca rubra;7
Stavkärr/Svinnersta;3;NoLupin;Fragaria vesca;1
Stavkärr/Svinnersta;3;NoLupin;Geum rivale;2
Stavkärr/Svinnersta;3;NoLupin;Hypericum maculatum;16
Stavkärr/Svinnersta;3;NoLupin;Lathyrus linifolius;6
Stavkärr/Svinnersta;3;NoLupin;Lotus corniculatus;14
Stavkärr/Svinnersta;3;NoLupin;Melampyrum sylvaticum;16
Stavkärr/Svinnersta;3;NoLupin;Pimpinella saxifraga;1
Stavkärr/Svinnersta;3;NoLupin;Plantago lanceolata;3
Stavkärr/Svinnersta;3;NoLupin;Schedonorus pratensis;11
Stavkärr/Svinnersta;3;NoLupin;Succisa pratensis;8
Stavkärr/Svinnersta;3;NoLupin;Trifolium repens;1
Stavkärr/Svinnersta;3;NoLupin;Veronica chamaedrys;9
Stavkärr/Svinnersta;3;NoLupin;Vicia cracca;7
Söderfors;1;Lupin;Achillea millefolium;3
Söderfors;1;Lupin;Anemone nemorosa;1
Söderfors;1;Lupin;Anthriscus sylvestris;1
Söderfors;1;Lupin;Betula pendula;7
Söderfors;1;Lupin;Cerastium fontanum;1
Söderfors;1;Lupin;Fragaria vesca;11
Söderfors;1;Lupin;Gallium mollugo;5
Söderfors;1;Lupin;Hieracium sect. Vulgata;16
Söderfors;1;Lupin;Leucanthemum vulgare;1
Söderfors;1;Lupin;Lupinus polyphyllus;16
Söderfors;1;Lupin;Medicago lupulina;4
Söderfors;1;Lupin;Pinus sylvestris;7
Söderfors;1;Lupin;Ranunculus acris subsp. acris;2
Söderfors;1;Lupin;Ranunculus repens;5
Söderfors;1;Lupin;Sorbus aucuparia;3
Söderfors;1;Lupin;Taraxacum;2
Söderfors;1;Lupin;Trifolium medium;16
Söderfors;1;Lupin;Tussilago farfara;5
Söderfors;1;Lupin;Viola canina;1
Söderfors;1;NoLupin;Anthriscus sylvestris;1
Söderfors;1;NoLupin;Betula pendula;3
Söderfors;1;NoLupin;Campanula patula;2
Söderfors;1;NoLupin;Carex digitata;3
Söderfors;1;NoLupin;Ficaria verna;2
Söderfors;1;NoLupin;Fragaria vesca;16
Söderfors;1;NoLupin;Hieracium sect. Vulgata;15
Söderfors;1;NoLupin;Leucanthemum vulgare;5
Söderfors;1;NoLupin;Luzula pilosa;2
Söderfors;1;NoLupin;Noccaea caerulescens;3
Söderfors;1;NoLupin;Ranunculus acris subsp. acris;16
Söderfors;1;NoLupin;Taraxacum;8
Söderfors;1;NoLupin;Trifolium medium;3
Söderfors;1;NoLupin;Tussilago farfara;2
Söderfors;1;NoLupin;Veronica chamaedrys;2
Söderfors;1;NoLupin;Veronica officinalis;10
Söderfors;1;NoLupin;Vicia sylvatica;3
Söderfors;1;NoLupin;Viola canina;8
Söderfors;2;Lupin;Achillea millefolium;5
Söderfors;2;Lupin;Alchemilla vulgaris;3
Söderfors;2;Lupin;Anemone nemorosa;1
Söderfors;2;Lupin;Anthriscus sylvestris;2
Söderfors;2;Lupin;Betula pendula;2
Söderfors;2;Lupin;Carex digitata;9
Söderfors;2;Lupin;Carex pilulifera;2
Söderfors;2;Lupin;Carum carvi;4
Söderfors;2;Lupin;Convallaria majalis;7
Söderfors;2;Lupin;Equisetum arvense;1
Söderfors;2;Lupin;Fragaria vesca;12
Söderfors;2;Lupin;Hieracium sect. Tridentata;1
Söderfors;2;Lupin;Hieracium sect. Vulgata;5
Söderfors;2;Lupin;Hypericum maculatum;3
Söderfors;2;Lupin;Leucanthemum vulgare;1
Söderfors;2;Lupin;Lupinus polyphyllus;16
Söderfors;2;Lupin;Luzula pilosa;3
Söderfors;2;Lupin;Noccaea caerulescens;1
Söderfors;2;Lupin;Potentilla erecta;3
Söderfors;2;Lupin;Ranunculus acris subsp. acris;7
Söderfors;2;Lupin;Ranunculus repens;1
Söderfors;2;Lupin;Rubus saxatilis;11
Söderfors;2;Lupin;Sorbus aucuparia;2
Söderfors;2;Lupin;Taraxacum;2
Söderfors;2;Lupin;Trifolium medium;13
Söderfors;2;Lupin;Tussilago farfara;1
Söderfors;2;Lupin;Veronica officinalis;8
Söderfors;2;Lupin;Viola canina;7
Söderfors;2;NoLupin;Achillea millefolium;1
Söderfors;2;NoLupin;Alchemilla vulgaris;2
Söderfors;2;NoLupin;Anemone nemorosa;3
Söderfors;2;NoLupin;Anthriscus sylvestris;12
Söderfors;2;NoLupin;Betula pendula;3
Söderfors;2;NoLupin;Cirsium arvense;1
Söderfors;2;NoLupin;Comarum palustre;2
Söderfors;2;NoLupin;Equisetum arvense;6
Söderfors;2;NoLupin;Fragaria vesca;11
Söderfors;2;NoLupin;Gallium mollugo;1
Söderfors;2;NoLupin;Hieracium sect. Vulgata;4
Söderfors;2;NoLupin;Hypericum maculatum;3
Söderfors;2;NoLupin;Lactuca muralis;1
Söderfors;2;NoLupin;Luzula pilosa;6
Söderfors;2;NoLupin;Neottia ovata;1
Söderfors;2;NoLupin;Noccaea caerulescens;3
Söderfors;2;NoLupin;Potentilla erecta;6
Söderfors;2;NoLupin;Ranunculus acris subsp. acris;7
Söderfors;2;NoLupin;Rubus idaeus;1
Söderfors;2;NoLupin;Rubus saxatilis;14
Söderfors;2;NoLupin;Salix pentandra;1
Söderfors;2;NoLupin;Scorzoneroides autumnalis;1
Söderfors;2;NoLupin;Taraxacum;6
Söderfors;2;NoLupin;Trifolium medium;11
Söderfors;2;NoLupin;Veronica chamaedrys;1
Söderfors;2;NoLupin;Veronica officinalis;6
Söderfors;2;NoLupin;Viola arvensis;4
Söderfors;2;NoLupin;Viola canina;6
Sörbäck;1;Lupin;Achillea millefolium;5
Sörbäck;1;Lupin;Anthriscus sylvestris;6
Sörbäck;1;Lupin;Equisetum arvense;3
Sörbäck;1;Lupin;Hieracium umbellatum;1
Sörbäck;1;Lupin;Lupinus polyphyllus;16
Sörbäck;1;Lupin;Noccaea caerulescens;5
Sörbäck;1;Lupin;Ranunculus repens;14
Sörbäck;1;Lupin;Scorzoneroides autumnalis;11
Sörbäck;1;Lupin;Taraxacum;14
Sörbäck;1;Lupin;Tragopogon pratensis;1
Sörbäck;1;Lupin;Vicia sepium;4
Sörbäck;1;NoLupin;Achillea millefolium;2
Sörbäck;1;NoLupin;Anthriscus sylvestris;2
Sörbäck;1;NoLupin;Betula pendula;1
Sörbäck;1;NoLupin;Fragaria vesca;4
Sörbäck;1;NoLupin;Gallium mollugo;1
Sörbäck;1;NoLupin;Hieracium sect. Tridentata;8
Sörbäck;1;NoLupin;Hieracium sect. Vulgata;7
Sörbäck;1;NoLupin;Hieracium umbellatum;8
Sörbäck;1;NoLupin;Leucanthemum vulgare;7
Sörbäck;1;NoLupin;Lupinus polyphyllus;4
Sörbäck;1;NoLupin;Luzula multiflora;1
Sörbäck;1;NoLupin;Noccaea caerulescens;15
Sörbäck;1;NoLupin;Picea abies;1
Sörbäck;1;NoLupin;Ranunculus acris subsp. acris;2
Sörbäck;1;NoLupin;Ranunculus repens;4
Sörbäck;1;NoLupin;Scorzoneroides autumnalis;15
Sörbäck;1;NoLupin;Taraxacum;16
Sörbäck;1;NoLupin;Trifolium medium;7
Sörbäck;1;NoLupin;Vicia sepium;1
Sörbäck;2;Lupin;Achillea millefolium;3
Sörbäck;2;Lupin;Anthriscus sylvestris;16
Sörbäck;2;Lupin;Gallium mollugo;1
Sörbäck;2;Lupin;Lupinus polyphyllus;16
Sörbäck;2;Lupin;Myosotis arvensis;1
Sörbäck;2;Lupin;Ranunculus repens;6
Sörbäck;2;Lupin;Scorzoneroides autumnalis;5
Sörbäck;2;Lupin;Taraxacum;16
Sörbäck;2;Lupin;Vicia sepium;1
Sörbäck;2;NoLupin;Achillea millefolium;16
Sörbäck;2;NoLupin;Anthriscus sylvestris;6
Sörbäck;2;NoLupin;Cirsium arvense;8
Sörbäck;2;NoLupin;Equisetum arvense;11
Sörbäck;2;NoLupin;Fragaria vesca;2
Sörbäck;2;NoLupin;Gallium mollugo;4
Sörbäck;2;NoLupin;Leucanthemum vulgare;11
Sörbäck;2;NoLupin;Lupinus polyphyllus;1
Sörbäck;2;NoLupin;Myosotis arvensis;1
Sörbäck;2;NoLupin;Noccaea caerulescens;7
Sörbäck;2;NoLupin;Ranunculus acris subsp. acris;4
Sörbäck;2;NoLupin;Rubus idaeus;4
Sörbäck;2;NoLupin;Rumex longifolius;1
Sörbäck;2;NoLupin;Scorzoneroides autumnalis;12
Sörbäck;2;NoLupin;Taraxacum;16
Sörbäck;2;NoLupin;Tragopogon pratensis;2
Sörbäck;2;NoLupin;Trifolium hybridum;1
Sörbäck;2;NoLupin;Trifolium repens;1
Sörbäck;2;NoLupin;Vicia sepium;5
Torsked;1;Lupin;Agrostis stolonifera;8
Torsked;1;Lupin;Anthoxanthum odoratum agg.;2
Torsked;1;Lupin;Arrhenatherum elatius;12
Torsked;1;Lupin;Campanula persicifolia;1
Torsked;1;Lupin;Centaurea sp.;3
Torsked;1;Lupin;Fragaria vesca;5
Torsked;1;Lupin;Lupinus polyphyllus;16
Torsked;1;Lupin;Luzula multiflora;3
Torsked;1;Lupin;Luzula pallescens;1
Torsked;1;Lupin;Ranunculus acris subsp. acris;2
Torsked;1;NoLupin;Agrostis capillaris;2
Torsked;1;NoLupin;Agrostis stolonifera;9
Torsked;1;NoLupin;Avenella flexuosa;2
Torsked;1;NoLupin;Carex pallescens;3
Torsked;1;NoLupin;Convallaria majalis;15
Torsked;1;NoLupin;Festuca rubra;2
Torsked;1;NoLupin;Geranium sylvaticum;4
Torsked;1;NoLupin;Hypericum maculatum;1
Torsked;1;NoLupin;Lathyrus pratensis;1
Torsked;1;NoLupin;Luzula pilosa;2
Torsked;1;NoLupin;Ranunculus acris subsp. acris;2
Torsked;1;NoLupin;Rubus saxatilis;13
Torsked;1;NoLupin;Vicia cracca;2
Västerby;1;Lupin;Alchemilla vulgaris;3
Västerby;1;Lupin;Anthriscus sylvestris;9
Västerby;1;Lupin;Betula pendula;1
Västerby;1;Lupin;Filipendula ulmaria;1
Västerby;1;Lupin;Gallium mollugo;3
Västerby;1;Lupin;Geranium sylvaticum;2
Västerby;1;Lupin;Hieracium sect. Tridentata;3
Västerby;1;Lupin;Leucanthemum vulgare;1
